1,2024-11-13 15:25:23.250478,0.pcapng,1,2024-11-13 20:25:16.694642+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:25:16.694642+00:00,66.22.214.36
2,2024-11-13 15:25:31.448337,1.pcapng,1,2024-11-13 20:25:25.452205+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:25:25.461867+00:00,66.22.212.145
3,2024-11-13 15:25:39.260359,2.pcapng,1,2024-11-13 20:25:33.667816+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:25:33.680980+00:00,66.22.212.20
4,2024-11-13 15:25:46.861169,3.pcapng,1,2024-11-13 20:25:41.481840+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:25:41.482508+00:00,66.22.214.138
5,2024-11-13 15:25:54.601720,4.pcapng,1,2024-11-13 20:25:49.043154+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:25:49.043154+00:00,66.22.214.67
6,2024-11-13 15:26:02.371852,5.pcapng,1,2024-11-13 20:25:56.757422+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:25:56.789964+00:00,66.22.214.12
7,2024-11-13 15:26:10.145533,6.pcapng,1,2024-11-13 20:26:04.583600+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:04.583626+00:00,66.22.214.59
8,2024-11-13 15:26:18.105781,7.pcapng,1,2024-11-13 20:26:12.307686+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:12.404255+00:00,66.22.214.91
9,2024-11-13 15:26:26.064857,8.pcapng,1,2024-11-13 20:26:20.284728+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:20.284892+00:00,66.22.214.99
10,2024-11-13 15:26:34.100604,9.pcapng,1,2024-11-13 20:26:28.231619+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:28.241780+00:00,66.22.214.133
11,2024-11-13 15:26:41.778648,10.pcapng,1,2024-11-13 20:26:36.271544+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:36.353979+00:00,66.22.214.132
12,2024-11-13 15:26:49.871341,11.pcapng,1,2024-11-13 20:26:43.926575+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:43.959317+00:00,66.22.214.20
13,2024-11-13 15:26:57.622908,12.pcapng,1,2024-11-13 20:26:52.040415+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:52.061545+00:00,66.22.214.95
14,2024-11-13 15:27:05.252993,13.pcapng,1,2024-11-13 20:26:59.794682+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:26:59.794686+00:00,66.22.214.152
15,2024-11-13 15:27:12.956536,14.pcapng,1,2024-11-13 20:27:07.404225+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:27:07.423602+00:00,66.22.214.14
16,2024-11-13 15:27:20.763772,15.pcapng,1,2024-11-13 20:27:15.113179+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:27:15.162315+00:00,66.22.212.58
17,2024-11-13 15:27:28.245158,16.pcapng,1,2024-11-13 20:27:22.916868+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:27:22.981097+00:00,66.22.214.136
18,2024-11-13 15:27:36.027684,17.pcapng,1,2024-11-13 20:27:30.403659+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:27:30.429485+00:00,66.22.212.12
19,2024-11-13 15:27:43.626989,18.pcapng,1,2024-11-13 20:27:38.163461+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:27:38.252769+00:00,66.22.214.141
20,2024-11-13 15:27:51.418091,19.pcapng,1,2024-11-13 20:27:45.792425+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:27:45.804866+00:00,66.22.214.68
21,2024-11-13 15:27:59.180074,20.pcapng,1,2024-11-13 20:27:53.582375+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:27:53.598919+00:00,66.22.214.27
22,2024-11-13 15:28:06.747018,21.pcapng,1,2024-11-13 20:28:01.341268+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:01.364912+00:00,66.22.214.132
23,2024-11-13 15:28:14.581315,22.pcapng,1,2024-11-13 20:28:08.937016+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:09.025989+00:00,66.22.212.82
24,2024-11-13 15:28:22.273968,23.pcapng,1,2024-11-13 20:28:16.750812+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:16.755278+00:00,66.22.212.59
25,2024-11-13 15:28:30.063712,24.pcapng,1,2024-11-13 20:28:24.430693+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:24.440639+00:00,66.22.212.57
26,2024-11-13 15:28:37.846304,25.pcapng,1,2024-11-13 20:28:32.222990+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:32.239358+00:00,66.22.212.147
27,2024-11-13 15:28:46.313394,26.pcapng,1,2024-11-13 20:28:40.008267+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:40.008318+00:00,66.22.214.130
28,2024-11-13 15:28:53.901704,27.pcapng,1,2024-11-13 20:28:48.490741+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:48.631818+00:00,66.22.214.151
29,2024-11-13 15:29:01.982596,28.pcapng,1,2024-11-13 20:28:56.082498+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:28:56.082501+00:00,66.22.214.44
30,2024-11-13 15:29:09.655168,29.pcapng,1,2024-11-13 20:29:04.144469+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:04.193249+00:00,66.22.214.50
31,2024-11-13 15:29:17.371377,30.pcapng,1,2024-11-13 20:29:11.828904+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:11.883442+00:00,66.22.212.132
32,2024-11-13 15:29:24.944369,31.pcapng,1,2024-11-13 20:29:19.521364+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:19.523242+00:00,66.22.212.58
33,2024-11-13 15:29:32.608370,32.pcapng,1,2024-11-13 20:29:27.121434+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:27.121491+00:00,66.22.214.141
34,2024-11-13 15:29:40.398207,33.pcapng,1,2024-11-13 20:29:34.785706+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:34.940211+00:00,66.22.212.148
35,2024-11-13 15:29:48.155871,34.pcapng,1,2024-11-13 20:29:42.559571+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:42.559695+00:00,66.22.214.8
36,2024-11-13 15:29:55.909612,35.pcapng,1,2024-11-13 20:29:50.344038+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:50.463644+00:00,66.22.212.130
37,2024-11-13 15:30:03.628044,36.pcapng,1,2024-11-13 20:29:58.056174+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:29:58.058955+00:00,66.22.214.10
38,2024-11-13 15:30:11.268824,37.pcapng,1,2024-11-13 20:30:05.792348+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:30:05.868107+00:00,66.22.214.73
39,2024-11-13 15:30:18.933529,38.pcapng,1,2024-11-13 20:30:13.533420+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:30:13.533420+00:00,66.22.214.34
40,2024-11-13 15:30:26.613275,39.pcapng,1,2024-11-13 20:30:21.204846+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:30:21.250489+00:00,66.22.214.155
41,2024-11-13 15:30:34.484829,40.pcapng,1,2024-11-13 20:30:28.870556+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:30:28.881639+00:00,66.22.214.12
42,2024-11-13 15:30:42.883743,41.pcapng,1,2024-11-13 20:30:36.737228+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:30:36.783492+00:00,66.22.214.130
43,2024-11-13 15:30:50.745761,42.pcapng,1,2024-11-13 20:30:45.147648+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:30:45.154401+00:00,66.22.212.81
44,2024-11-13 15:30:58.683884,43.pcapng,1,2024-11-13 20:30:53.036995+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:30:53.092286+00:00,66.22.214.14
45,2024-11-13 15:31:06.363087,44.pcapng,1,2024-11-13 20:31:00.920393+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:31:00.926381+00:00,66.22.212.26
46,2024-11-13 15:31:14.183974,45.pcapng,1,2024-11-13 20:31:08.642712+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:31:08.642712+00:00,66.22.214.57
47,2024-11-13 15:31:21.821191,46.pcapng,1,2024-11-13 20:31:16.422082+00:00,1970-01-01 00:00:00+00:00,2024-11-13 20:31:16.505026+00:00,66.22.212.70
