1,2024-11-13 16:47:33.003979,0.pcapng,1,2024-11-13 21:47:26.624441+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:47:26.624441+00:00,66.22.231.139
2,2024-11-13 16:47:41.247208,1.pcapng,1,2024-11-13 21:47:35.168310+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:47:35.250341+00:00,66.22.231.63
3,2024-11-13 16:47:49.430124,2.pcapng,1,2024-11-13 21:47:43.387970+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:47:43.433640+00:00,66.22.231.83
4,2024-11-13 16:47:57.531737,3.pcapng,1,2024-11-13 21:47:51.592748+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:47:51.670221+00:00,66.22.231.69
5,2024-11-13 16:48:05.638496,4.pcapng,1,2024-11-13 21:47:59.695861+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:47:59.712307+00:00,66.22.231.41
7,2024-11-13 16:48:21.582968,6.pcapng,1,2024-11-13 21:48:15.549384+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:48:15.559270+00:00,66.22.231.132
8,2024-11-13 16:48:29.896087,7.pcapng,1,2024-11-13 21:48:23.749757+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:48:23.826900+00:00,66.22.231.191
10,2024-11-13 16:48:45.719133,9.pcapng,1,2024-11-13 21:48:39.830635+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:48:39.855658+00:00,66.22.231.70
12,2024-11-13 16:49:01.866215,11.pcapng,1,2024-11-13 21:48:55.885874+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:48:55.947739+00:00,66.22.231.94
14,2024-11-13 16:49:18.162953,13.pcapng,1,2024-11-13 21:49:12.145867+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:49:12.202788+00:00,66.22.231.32
15,2024-11-13 16:49:26.360106,14.pcapng,1,2024-11-13 21:49:20.363364+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:49:20.426190+00:00,66.22.231.153
16,2024-11-13 16:49:34.538643,15.pcapng,1,2024-11-13 21:49:28.499640+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:49:28.582404+00:00,66.22.231.12
17,2024-11-13 16:49:42.776018,16.pcapng,1,2024-11-13 21:49:36.702815+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:49:36.785339+00:00,66.22.231.224
18,2024-11-13 16:49:50.939421,17.pcapng,1,2024-11-13 21:49:44.928274+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:49:45.019490+00:00,66.22.231.45
19,2024-11-13 16:49:59.044028,18.pcapng,1,2024-11-13 21:49:53.093350+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:49:53.160978+00:00,66.22.231.188
20,2024-11-13 16:50:07.576883,19.pcapng,1,2024-11-13 21:50:01.172757+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:01.172757+00:00,66.22.231.138
21,2024-11-13 16:50:15.729268,20.pcapng,1,2024-11-13 21:50:09.723985+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:09.807907+00:00,66.22.231.28
22,2024-11-13 16:50:23.902110,21.pcapng,1,2024-11-13 21:50:17.880228+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:17.903639+00:00,66.22.231.244
23,2024-11-13 16:50:32.068215,22.pcapng,1,2024-11-13 21:50:26.065072+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:26.142817+00:00,66.22.231.93
24,2024-11-13 16:50:40.329652,23.pcapng,1,2024-11-13 21:50:34.200401+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:34.264889+00:00,66.22.231.151
25,2024-11-13 16:50:48.440432,24.pcapng,1,2024-11-13 21:50:42.482615+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:42.540729+00:00,66.22.231.195
26,2024-11-13 16:50:56.549120,25.pcapng,1,2024-11-13 21:50:50.605669+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:50.673026+00:00,66.22.231.148
27,2024-11-13 16:51:04.679144,26.pcapng,1,2024-11-13 21:50:58.708246+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:50:58.713516+00:00,66.22.231.185
28,2024-11-13 16:51:12.846495,27.pcapng,1,2024-11-13 21:51:06.817934+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:51:06.910954+00:00,66.22.231.136
30,2024-11-13 16:51:28.714288,29.pcapng,1,2024-11-13 21:51:22.769164+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:51:22.786033+00:00,66.22.231.88
31,2024-11-13 16:51:36.997054,30.pcapng,1,2024-11-13 21:51:30.869904+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:51:30.869904+00:00,66.22.231.65
32,2024-11-13 16:51:45.008298,31.pcapng,1,2024-11-13 21:51:39.159964+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:51:39.243145+00:00,66.22.231.171
33,2024-11-13 16:51:52.902890,32.pcapng,1,2024-11-13 21:51:47.180755+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:51:47.253979+00:00,66.22.231.85
34,2024-11-13 16:52:01.061143,33.pcapng,1,2024-11-13 21:51:55.046949+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:51:55.132107+00:00,66.22.231.141
35,2024-11-13 16:52:09.225329,34.pcapng,1,2024-11-13 21:52:03.203741+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:52:03.297350+00:00,66.22.231.78
36,2024-11-13 16:52:17.418862,35.pcapng,1,2024-11-13 21:52:11.389284+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:52:11.405990+00:00,66.22.231.235
37,2024-11-13 16:52:25.639793,36.pcapng,1,2024-11-13 21:52:19.571464+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:52:19.573251+00:00,66.22.231.62
38,2024-11-13 16:52:33.852878,37.pcapng,1,2024-11-13 21:52:27.908135+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:52:28.018402+00:00,66.22.231.7
39,2024-11-13 16:52:42.109720,38.pcapng,1,2024-11-13 21:52:36.103642+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:52:36.174902+00:00,66.22.231.99
40,2024-11-13 16:52:50.414685,39.pcapng,1,2024-11-13 21:52:44.370617+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:52:44.385594+00:00,66.22.231.239
42,2024-11-13 16:53:06.637608,41.pcapng,1,2024-11-13 21:53:00.770692+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:53:00.830282+00:00,66.22.231.50
43,2024-11-13 16:53:14.730000,42.pcapng,1,2024-11-13 21:53:08.917775+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:53:08.985837+00:00,66.22.231.15
44,2024-11-13 16:53:22.729968,43.pcapng,1,2024-11-13 21:53:17.021505+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:53:17.026746+00:00,66.22.231.82
46,2024-11-13 16:53:38.727005,45.pcapng,1,2024-11-13 21:53:32.815645+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:53:32.884115+00:00,66.22.231.90
47,2024-11-13 16:53:46.853713,46.pcapng,1,2024-11-13 21:53:40.986468+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:53:41.016322+00:00,66.22.231.208
49,2024-11-13 16:54:02.559323,48.pcapng,1,2024-11-13 21:53:56.860988+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:53:56.948831+00:00,66.22.231.39
51,2024-11-13 16:54:18.455008,50.pcapng,1,2024-11-13 21:54:12.598018+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:54:12.662687+00:00,66.22.231.24
52,2024-11-13 16:54:26.502873,51.pcapng,1,2024-11-13 21:54:20.706308+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:54:20.708676+00:00,66.22.231.27
54,2024-11-13 16:54:42.385972,53.pcapng,1,2024-11-13 21:54:36.576413+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:54:36.641123+00:00,66.22.231.68
55,2024-11-13 16:54:50.488193,54.pcapng,1,2024-11-13 21:54:44.613259+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:54:44.672936+00:00,66.22.231.81
56,2024-11-13 16:54:58.401490,55.pcapng,1,2024-11-13 21:54:52.715652+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:54:52.719707+00:00,66.22.231.147
57,2024-11-13 16:55:06.530631,56.pcapng,1,2024-11-13 21:55:00.670161+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:55:00.727974+00:00,66.22.231.198
58,2024-11-13 16:55:14.642046,57.pcapng,1,2024-11-13 21:55:08.798024+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:55:08.800790+00:00,66.22.231.167
59,2024-11-13 16:55:22.770568,58.pcapng,1,2024-11-13 21:55:16.910493+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:55:17.001159+00:00,66.22.231.60
60,2024-11-13 16:55:30.697711,59.pcapng,1,2024-11-13 21:55:25.018623+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:55:25.084141+00:00,66.22.231.91
62,2024-11-13 16:55:46.623718,61.pcapng,1,2024-11-13 21:55:40.770131+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:55:40.789318+00:00,66.22.231.243
63,2024-11-13 16:55:54.592198,62.pcapng,1,2024-11-13 21:55:48.863804+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:55:48.863804+00:00,66.22.231.108
68,2024-11-13 16:56:34.139198,67.pcapng,1,2024-11-13 21:56:28.138919+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:56:28.216378+00:00,66.22.231.184
69,2024-11-13 16:56:42.351203,68.pcapng,1,2024-11-13 21:56:36.337953+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:56:36.337957+00:00,66.22.231.47
71,2024-11-13 16:56:58.524965,70.pcapng,1,2024-11-13 21:56:52.761794+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:56:52.778540+00:00,66.22.231.160
72,2024-11-13 16:57:06.588905,71.pcapng,1,2024-11-13 21:57:00.676907+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:57:00.779064+00:00,66.22.231.218
76,2024-11-13 16:57:37.810519,75.pcapng,1,2024-11-13 21:57:32.004690+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:57:32.029885+00:00,66.22.231.64
77,2024-11-13 16:57:45.919668,76.pcapng,1,2024-11-13 21:57:39.997628+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:57:40.057790+00:00,66.22.231.145
79,2024-11-13 16:58:01.815062,78.pcapng,1,2024-11-13 21:57:55.854660+00:00,1970-01-01 00:00:00+00:00,2024-11-13 21:57:55.863135+00:00,66.22.231.37
