1,2024-12-02 17:17:52.298150,0.pcapng,2,2024-12-03 00:17:39.664577+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:17:39.664577+00:00,0.15523695945739746,66.22.227.99,63.428
2,2024-12-02 17:18:04.696054,1.pcapng,2,2024-12-03 00:17:52.459219+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:17:52.459219+00:00,0.14288997650146484,66.22.227.36,68.456
3,2024-12-02 17:18:17.080147,2.pcapng,2,2024-12-03 00:18:04.843797+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:18:04.843797+00:00,0.19163298606872559,66.22.227.121,65.802
4,2024-12-02 17:18:29.576760,3.pcapng,2,2024-12-03 00:18:17.245644+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:18:17.245644+00:00,0.16813182830810547,66.22.226.53,66.863
5,2024-12-02 17:18:42.056645,4.pcapng,2,2024-12-03 00:18:29.773453+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:18:29.773453+00:00,0.1299598217010498,66.22.227.100,65.337
6,2024-12-02 17:18:54.485676,5.pcapng,2,2024-12-03 00:18:42.234930+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:18:42.234930+00:00,0.17528200149536133,66.22.227.4,66.605
7,2024-12-02 17:19:07.050408,6.pcapng,1,2024-12-03 00:18:54.703936+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:18:54.703936+00:00,5.0,66.22.227.4,67.701
8,2024-12-02 17:19:19.554985,7.pcapng,1,2024-12-03 00:19:07.240500+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:19:07.240500+00:00,0.13450121879577637,66.22.226.38,65.835
9,2024-12-02 17:19:32.308915,8.pcapng,2,2024-12-03 00:19:19.730080+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:19:19.730080+00:00,0.20998001098632812,66.22.227.29,65.434
10,2024-12-02 17:19:44.933068,9.pcapng,2,2024-12-03 00:19:32.474269+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:19:32.474269+00:00,0.1257011890411377,66.22.227.82,63.401
11,2024-12-02 17:19:57.541724,10.pcapng,2,2024-12-03 00:19:45.128215+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:19:45.128215+00:00,0.12901592254638672,66.22.226.104,66.076
12,2024-12-02 17:20:10.084140,11.pcapng,2,2024-12-03 00:19:57.723972+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:19:57.723972+00:00,0.1584939956665039,66.22.227.20,70.212
13,2024-12-02 17:20:22.466884,12.pcapng,2,2024-12-03 00:20:10.345918+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:20:10.345918+00:00,0.13737797737121582,66.22.226.26,66.96
14,2024-12-02 17:20:35.150870,13.pcapng,2,2024-12-03 00:20:22.626896+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:20:22.626896+00:00,0.18003296852111816,66.22.227.24,68.465
15,2024-12-02 17:20:47.520790,14.pcapng,1,2024-12-03 00:20:35.362724+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:20:35.362724+00:00,5.0,66.22.227.24,67.594
16,2024-12-02 17:20:59.525527,15.pcapng,0,2024-12-03 00:20:47.713482+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:20:47.713482+00:00,5.0,NO IP TO PING
17,2024-12-02 17:21:12.141238,16.pcapng,1,2024-12-03 00:20:59.699885+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:20:59.699885+00:00,-3.134827136993408,66.22.227.111,64.077
18,2024-12-02 17:21:24.668503,17.pcapng,2,2024-12-03 00:21:12.319105+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:21:12.319105+00:00,-2.092863082885742,66.22.226.50,66.777
19,2024-12-02 17:21:37.105478,18.pcapng,2,2024-12-03 00:21:25.488359+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:21:25.488359+00:00,0.17700695991516113,66.22.226.126,63.894
20,2024-12-02 17:21:49.585462,19.pcapng,2,2024-12-03 00:21:37.285191+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:21:37.285191+00:00,0.1427469253540039,66.22.226.62,66.456
21,2024-12-02 17:22:02.017660,20.pcapng,2,2024-12-03 00:21:49.757010+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:21:49.757010+00:00,0.14863801002502441,66.22.227.7,65.373
22,2024-12-02 17:22:14.603404,21.pcapng,1,2024-12-03 00:22:02.168513+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:22:02.168513+00:00,5.0,66.22.227.7,66.913
23,2024-12-02 17:22:27.145589,22.pcapng,1,2024-12-03 00:22:14.791453+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:22:14.857351+00:00,0.14188408851623535,66.22.226.102,65.518
24,2024-12-02 17:22:39.688421,23.pcapng,2,2024-12-03 00:22:27.955548+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:22:27.955548+00:00,-2.913964033126831,66.22.227.52,68.631
25,2024-12-02 17:22:52.166824,24.pcapng,2,2024-12-03 00:22:39.863407+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:22:39.863407+00:00,0.1581878662109375,66.22.226.42,65.995
26,2024-12-02 17:23:04.729492,25.pcapng,2,2024-12-03 00:22:52.340891+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:22:52.340891+00:00,0.14191985130310059,66.22.226.31,65.427
27,2024-12-02 17:23:17.059282,26.pcapng,1,2024-12-03 00:23:04.915712+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:23:04.915712+00:00,5.0,66.22.226.31,64.345
28,2024-12-02 17:23:29.003534,27.pcapng,0,2024-12-03 00:23:17.227807+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:23:17.227807+00:00,5.0,NO IP TO PING
29,2024-12-02 17:23:41.993894,28.pcapng,1,2024-12-03 00:23:29.169568+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:23:29.169568+00:00,-3.4708969593048096,66.22.227.122,64.56
30,2024-12-02 17:23:54.763787,29.pcapng,2,2024-12-03 00:23:42.186382+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:23:42.186382+00:00,0.1572260856628418,66.22.227.22,65.284
31,2024-12-02 17:24:07.223520,30.pcapng,2,2024-12-03 00:23:55.002499+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:23:55.002499+00:00,0.19522404670715332,66.22.226.58,66.772
32,2024-12-02 17:24:19.837356,31.pcapng,2,2024-12-03 00:24:07.419956+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:24:07.419956+00:00,0.18880414962768555,66.22.227.62,65.517
33,2024-12-02 17:24:32.552235,32.pcapng,2,2024-12-03 00:24:20.025425+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:24:20.025425+00:00,0.15025019645690918,66.22.226.106,63.164
34,2024-12-02 17:24:45.136903,33.pcapng,2,2024-12-03 00:24:32.738680+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:24:32.738680+00:00,0.13741207122802734,66.22.226.8,66.286
35,2024-12-02 17:24:57.500944,34.pcapng,1,2024-12-03 00:24:45.311246+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:24:45.311246+00:00,5.0,66.22.226.8,67.185
36,2024-12-02 17:25:10.089499,35.pcapng,1,2024-12-03 00:24:57.656155+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:24:57.656155+00:00,0.11703109741210938,66.22.226.6,67.869
37,2024-12-02 17:25:22.450437,36.pcapng,1,2024-12-03 00:25:10.243576+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:25:10.243576+00:00,5.0,66.22.226.6,68.792
38,2024-12-02 17:25:35.225355,37.pcapng,1,2024-12-03 00:25:22.618366+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:25:22.618366+00:00,0.126939058303833,66.22.227.115,62.425
39,2024-12-02 17:25:47.678008,38.pcapng,2,2024-12-03 00:25:35.439250+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:25:35.439250+00:00,0.12602591514587402,66.22.227.12,64.776
40,2024-12-02 17:26:00.189007,39.pcapng,2,2024-12-03 00:25:47.869352+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:25:47.869352+00:00,0.1620190143585205,66.22.226.127,64.387
41,2024-12-02 17:26:12.658596,40.pcapng,2,2024-12-03 00:26:01.018448+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:26:01.018448+00:00,0.1745901107788086,66.22.227.69,65.984
42,2024-12-02 17:26:25.106577,41.pcapng,2,2024-12-03 00:26:12.828784+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:26:12.828784+00:00,0.16474509239196777,66.22.227.91,63.679
43,2024-12-02 17:26:37.560824,42.pcapng,2,2024-12-03 00:26:25.273360+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:26:25.273360+00:00,0.12752008438110352,66.22.227.98,66.08
44,2024-12-02 17:26:50.062475,43.pcapng,2,2024-12-03 00:26:37.730932+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:26:37.730932+00:00,0.13900399208068848,66.22.227.88,70.667
45,2024-12-02 17:27:02.372344,44.pcapng,1,2024-12-03 00:26:50.238989+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:26:50.238989+00:00,5.0,66.22.227.88,63.38
46,2024-12-02 17:27:15.278803,45.pcapng,1,2024-12-03 00:27:02.570001+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:27:02.570001+00:00,0.12003302574157715,66.22.226.103,67.75
47,2024-12-02 17:27:27.717422,46.pcapng,1,2024-12-03 00:27:15.740431+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:27:15.740431+00:00,5.0,66.22.226.103,68.326
48,2024-12-02 17:27:40.297134,47.pcapng,1,2024-12-03 00:27:27.904502+00:00,1970-01-01 00:00:00+00:00,2024-12-03 00:27:27.904502+00:00,0.18163204193115234,66.22.226.100,65.967
